,PC1,PC2
A1003ZY7DCY54Z,0.0,0.0
A10040VE8KTVXW,0.0,0.0
A10041D7JY7H57,0.0,0.0
A10041LXNFPVK0,0.0,0.0
A1004240LVB5HN,0.0,0.0
A100424GPM76WG,0.0,0.0
A100434D2BHASB,0.0,0.0
A10044AS6EP5UZ,0.0,0.0
A10044BAAUDLCC,0.0,0.0
A1004703RC79J9,0.0,0.0
A100480X8AG6C2,0.0,0.0
A10049L7AJW9M7,0.0,0.0
A1004A0PHKOHQG,0.0,0.0
A1004A44X2DUH1,0.0,0.0
A1004AAA3TUT63,0.0,0.0
A1004AX2J2HXGL,0.0,0.0
A1004BPYHJFD8Q,0.0,0.0
A1004CWMS5VBDI,0.0,0.0
A1004ESQ5Z6I2F,0.0,0.0
A1004EV36HLEBJ,0.0,0.0
A1004HHMSDY5IP,0.0,0.0
A1004HZ4AR10UI,0.0,0.0
A1004JI7KBLYQE,0.0,0.0
A1004L7JDYS811,0.0,0.0
A1004MKHL7EKOM,0.0,0.0
A1004P6FCTHAFY,0.0,0.0
A1004Q6NXYDX4X,0.0,0.0
A1004S8FX3W457,0.0,0.0
A1004V0XKKLSHX,0.0,0.0
A1004W41IP7SGG,0.0,0.0
A1004WJSN6JPNG,0.0,0.0
A1004X4OBOO02V,0.0,0.0
A1004Y5QBQEGA3,0.0,0.0
A100561U1SIO7S,0.0,0.0
A10058PBU6WB27,0.0,0.0
A10059A8PC6UGA,0.0,0.0
A1005CJO03TPUM,0.0,0.0
A1005CTJB640J9,0.0,0.0
A1005QD6752YWU,0.0,0.0
A1005S37SPW2RD,0.0,0.0
A1005UFIDAN33W,0.0,0.0
A1005VPOFV9YLA,0.0,0.0
A1005Y9UP3VW5Q,0.0,0.0
A1006073680A8JKORNA2,0.0,0.0
A10060WNGJB4NJ,0.0,0.0
A10062V4NPNDE5,0.0,0.0
A10063BWLBVJ3L,0.0,0.0
A10063I2MDKOQY,0.0,0.0
A1006753RMT6W1,0.0,0.0
A1006783O5M2M1KHJXI,0.0,0.0
A10067YNJSZTH,0.0,0.0
A10069ITM7SDHP,0.0,0.0
A1006DIKX99WKX,0.0,0.0
A1006EY9U73C1N,-0.6063614,-0.0027745473
A1006ILLVND3RV,0.0,0.0
A1006J2J8VQZZT,0.0,0.0
A1006JDFFEAU13,0.0,0.0
A1006LIQ9Z6QN3,0.0,0.0
A1006RZBOY269Y,0.0,0.0
A1006V5LDJ9860,0.0,0.0
A1006V961PBMKA,0.0,0.0
A1006VQPLKR7MX,0.0,0.0
A10072IQFY9167,0.0,0.0
A10076BARO1RPF,0.0,0.0
A10076T5ADFH0T,0.0,0.0
A1007889Y0ARTS,0.0,0.0
A10078GF4Z3GJN,0.0,0.0
A10078IJIJ00J7,0.0,0.0
A1007G0226CSWC,0.0,0.0
A1007G4FAUDE1L,0.0,0.0
A1007GNQU17YP0,0.0,0.0
A1007HV4X30DCB,0.0,0.0
A1007LH42IKRS3,0.0,0.0
A1007YLSPD5DXR,0.0,0.0
A1007YO0XBVNWK,0.0,0.0
A1007Z275BTZBW,0.0,0.0
A10080P1263NIH,0.0,0.0
A100817094MSPI,0.0,0.0
A1008283RUQ18N,0.0,0.0
A1008539FMIMQDV67RVY,0.0,0.0
A1008749Z0S7W5UFPYD,0.0,0.0
A1008865SD1C662JVV0U,0.0,0.0
A10089VKW7LH5P,0.0,0.0
A1008BAOX1JPGV,0.0,0.0
A1008DFYSINLWI,0.0,0.0
A1008DZNP0PSGX,0.0,0.0
A1008E0OU6C6OV,0.0,0.0
A1008EX7LQ3AKP,0.0,0.0
A1008FAK8D17DW,0.0,0.0
A1008FC5FXB2F8,0.0,0.0
A1008GFLTBL76H,0.0,0.0
A1008HGVEM4SSI,0.0,0.0
A1008HTAAJGSJ3,0.0,0.0
A1008JBA1SBDMA,0.0,0.0
A1008JK7A9CZ3N,0.0,0.0
A1008MTX9ZTFEG,0.0,0.0
A1008OH6C8PSST,0.0,0.0
A1008S3FFAKQY7,0.0,0.0
A1008SKQ6T2RZ4,0.0,0.0
A1008TVH0VKIA2,0.0,0.0
A1008VXGX0371J,0.0,0.0
A1008WMRGO1W67,0.0,0.0
A1008WS6JTI0FD,0.0,0.0
A1008XGX6HA8PY,0.0,0.0
A1008ZGY16WARL,0.0,0.0
A10090497ELQ2XP1YB3I,0.0,0.0
A100918N7N354A,0.0,0.0
A10093R39RMATE,0.0,0.0
A10094GV29R5G8,0.0,0.0
A10095POP2BBM1,0.0,0.0
A1009A7Y1S2AYR,0.0,0.0
A1009BY8G1A1G3,0.0,0.0
A1009E3U82QVJ9,0.0,0.0
A1009ICC27ZSB0,0.0,0.0
A1009KFSJDZDS5,0.0,0.0
A1009L3XQBX5GJ,0.0,0.0
A1009L47IQR00Q,0.0,0.0
A1009LH3UAC3P,0.0,0.0
A1009MM3SUUPQR,0.0,0.0
A1009NR9G8D49X,0.0,0.0
A1009O71VJ61BC,0.0,0.0
A1009TAZV18VIA,0.0,0.0
A1009TQJ2AI79F,0.0,0.0
A1009Z2C9SSL1Y,0.0,0.0
A100A0BNJXEQ6P,0.0,0.0
A100A27N5J8CR2,0.0,0.0
A100A2HN0V69YY,0.0,0.0
A100A30AKK1NQR,0.0,0.0
A100A550NLHQW5,0.0,0.0
A100A7WSDLW54D,0.0,0.0
A100A9VK6Q8KAV,0.0,0.0
A100AEJY802IRV,0.0,0.0
A100AH42V4HEVH,0.0,0.0
A100ALUJWBXF0Y,0.0,0.0
A100AM334XZS3V,0.0,0.0
A100ANJUEBCC1Y,0.0,0.0
A100ANXKKPF1WR,0.0,0.0
A100AOWCBSILZI,0.0,0.0
A100AP02BUN9G1,0.0,0.0
A100APT8A3EF14,0.0,0.0
A100AQOVAMS0P9,0.0,0.0
A100AQSWA6X1B8,0.0,0.0
A100AV5BENOD79,0.0,0.0
A100AX5APYSUDH,0.0,0.0
A100AXM754UO6E,0.0,0.0
A100B35N815IB9,0.0,0.0
A100B9CWHDFCMX,0.0,0.0
A100B9LAX4RA5A,0.0,0.0
A100BANMDOKXVW,0.0,0.0
A100BB737UMFHX,0.0,0.0
A100BB8D2BVA20,0.0,0.0
A100BBKBDGGRHV,-0.036304284,0.11601335
A100BDQAZPNPBC,0.0,0.0
A100BFCA1B08JC,0.0,0.0
A100BI61LIKH2N,0.0,0.0
A100BJWDH67L6O,0.0,0.0
A100BNTQGQ4P4X,0.0,0.0
A100BOT6XWHS5P,0.0,0.0
A100BP0DZ93EH6,0.0,0.0
A100BP1FFQ6M7S,0.0,0.0
A100BQC1ADYVYS,0.0,0.0
A100BS3LJK3Q7X,0.0,0.0
A100BSPGEH9EXY,0.0,0.0
A100BX15AVE8B0,0.0,0.0
A100BYCKVJJCEF,0.0,0.0
A100C0RNTWZE2Y,0.0,0.0
A100C18VYOCXLW,0.0,0.0
A100C21JEL43QI,0.0,0.0
A100C59V87SKSK,0.0,0.0
A100C6ZBLW99FF,0.0,0.0
A100C7DE5HUOJH,0.0,0.0
A100C7HR4MOL05,0.0,0.0
A100C99N1TT9AR,0.0,0.0
A100CAE6KJ8CWC,0.0,0.0
A100CBBD27FAVR,0.0,0.0
A100CCTHOI884M,0.0,0.0
A100CD4LRBLXCY,0.0,0.0
A100CGZREFKY2K,0.0,0.0
A100CI1UA8OTAJ,0.0,0.0
A100CMPM6FFLI4,0.0,0.0
A100CQXJ6D44T9,0.0,0.0
A100CRCEGDA87K,0.0,0.0
A100CU2MY8TS22,0.0,0.0
A100D16N9V77JX,0.0,0.0
A100D3IT63ODMY,0.0,0.0
A100D52T6F9X4J,0.0,0.0
A100D65VDVXXST,0.0,0.0
A100D8OPTIQDIW,0.0,0.0
A100DDCXGRG3BR,0.0,0.0
A100DE0GESG8HY,0.0,0.0
A100DEEOFMSCY5,0.0,0.0
A100DGF1GXQFSV,0.0,0.0
A100DMW05XWZMP,0.0,0.0
A100DT4SL3KLBT,0.0,0.0
A100DTLBMAZIJS,0.0,0.0
A100DUV6SQNKKU,0.0,0.0
A100DWU0EEGWIT,0.0,0.0
A100DXQ0DFJ8K0,0.0,0.0
A100DZNNTVBRDD,0.0,0.0
A100E1B0KQHVOI,0.0,0.0
A100E2JNOZBJL2,0.0,0.0
A100E61UIJH3B5,0.0,0.0
A100E7PU5E466W,0.0,0.0
A100E9M0N1QXZM,0.0,0.0
A100EA3NTJPR6C,0.0,0.0
A100EAJ6D37U1A,0.0,0.0
A100ECYUD1QFKZ,0.0,0.0
A100ED5J8HBCMS,0.0,0.0
A100ELAKF3UCH3,0.0,0.0
A100ELDOWRA3UQ,0.0,0.0
A100EOWOOLFX3U,-0.6063614,-0.0027745473
A100EVTFYWG1ZK,0.0,0.0
A100EWUUUO9DR,0.0,0.0
A100EZ98Z3WA7U,0.0,0.0
A100F0WIYUNZWY,0.0,0.0
A100F162WJBJH0,0.0,0.0
A100F6WBNJWGPY,0.0,0.0
A100F79HX14LE,0.0,0.0
A100F7SP0XY7X6,0.0,0.0
A100F8M2JSE02Z,0.0,0.0
A100F8ULLVWYBM,0.0,0.0
A100F8W61A66SG,0.0,0.0
A100FCFXRU28E0,0.0,0.0
A100FDAHF32BIP,0.0,0.0
A100FFQ17K8IXY,0.0,0.0
A100FHVONVNJZI,0.0,0.0
A100FHZ507JEKR,0.0,0.0
A100FKZ2QHAHJW,0.0,0.0
A100FKZWCI9ND6,0.0,0.0
A100FMD73VEX89,0.0,0.0
A100FP0PSZN1V9,0.0,0.0
A100FPJKRRKA1D,0.0,0.0
A100FQCUCZO2WG,0.0,0.0
A100FQFUKK14IT,0.0,0.0
A100FQSCKWJBFE,-0.6063614,-0.0027745473
A100FRVSP22YYZ,0.0,0.0
A100FT9068ZAHG,0.0,0.0
A100FTX9EG3BG2,0.0,0.0
A100FVBN1DMIYQ,0.0,0.0
A100FY1UFD72B4,0.0,0.0
A100G1WH3Y9XYX,0.0,0.0
A100G6E9WHV2GJ,0.0,0.0
A100G7QCITSRGW,0.0,0.0
A100G7ZXVK8B7Y,0.0,0.0
A100G8BDXFTGG,0.0,0.0
A100G9PJZUCJQW,0.0,0.0
A100GA1F06QO92,0.0,0.0
A100GDAMMDR48O,0.0,0.0
A100GE98ZM2YV4,0.0,0.0
A100GER6MGQLOC,0.0,0.0
A100GF4VZZWS4P,0.0,0.0
A100GJD94A0OXM,0.0,0.0
A100GJJAH2LMES,0.0,0.0
A100GK8U6W50OK,0.0,0.0
A100GKOO63JWIV,0.0,0.0
A100GM5HMSNKZE,0.0,0.0
A100GOQ15Q918B,0.0,0.0
A100GQ04AL4469,0.0,0.0
A100GWDVD58L4M,0.0,0.0
A100GWOSFFMMKK,0.0,0.0
A100GX85ZWRRHL,0.0,0.0
A100GZ77D21HTZ,0.0,0.0
A100H1I2RPGBXS,0.0,0.0
A100H3HCB0BIDI,0.0,0.0
A100H43BB94E7D,0.0,0.0
A100H4Q8MPOWE0,0.0,0.0
A100H555J3TYY,0.0,0.0
A100H72LWRRL5O,0.0,0.0
A100H9JGMJ23ZX,0.0,0.0
A100HA09FB62SS,0.0,0.0
A100HA2TUZG6IQ,0.0,0.0
A100HA41UTZT4M,0.0,0.0
A100HB5G1JLUJ7,0.0,0.0
A100HFY44ERD4N,0.0,0.0
A100HGAZVRPZF,0.0,0.0
A100HGJKTFFS07,0.0,0.0
A100HGUVKWKQVO,0.0,0.0
A100HHI8IR60UQ,0.0,0.0
A100HJEBBRB9EZ,0.0,0.0
A100HKH58AYB1Z,0.0,0.0
A100HL7663QJ1Z,0.0,0.0
A100HLTWI5OX2E,0.0,0.0
A100HQL1ZE6H69,0.0,0.0
A100HSPQVJPDJD,0.0,0.0
A100HUQIY2I9CD,0.0,0.0
A100HVVIHY0WIO,0.0,0.0
A100HZMFVL9PAR,0.0,0.0
A100I0T791DIKS,0.0,0.0
A100I5CFN4BTFF,0.0,0.0
A100I7VMIHAFJ,0.0,0.0
A100I9GFYB6Y9Y,0.0,0.0
A100I9VTMWX6KE,0.0,0.0
A100IA0M08S6AK,0.0,0.0
A100IB1WE6WI2V,0.0,0.0
A100IBYL37TAOD,0.0,0.0
A100ICH1YF0S1W,0.0,0.0
A100IE57FM91HC,0.0,0.0
A100IEO2N9O0Y5,0.0,0.0
A100IFC9B9WHTN,0.0,0.0
A100IJZ7A2YCLJ,0.0,0.0
A100IPABX9ZN33,0.0,0.0
A100IQ7I2Y4J9I,0.0,0.0
A100ISCXYSQ9S4,0.0,0.0
A100IVLI4AFIY3,0.0,0.0
A100IXR5JEOTA7,0.0,0.0
A100IYIP9EYWFC,0.0,0.0
A100IYVTE9NRB5,0.0,0.0
A100IZSFC1BQ2P,0.0,0.0
A100J0YF33O9Y0,0.0,0.0
A100J23GRQWPZB,0.0,0.0
A100J6TLAIVUE2,0.0,0.0
A100J7ITORTSFG,0.0,0.0
A100J7O584D6JD,0.0,0.0
A100JBWUHQOLM9,0.0,0.0
A100JCBNALJFAW,0.0,0.0
A100JFBR6YHSPS,0.0,0.0
A100JFEDQXYIFV,0.0,0.0
A100JGJN786NW7,0.0,0.0
A100JM3WK3UOR5,0.0,0.0
A100JOAMAR4U69,0.0,0.0
A100JOT1GQ363B,0.0,0.0
A100JP6QJW91VR,0.0,0.0
A100JPVIXJKTBT,0.0,0.0
A100JQ6I1M3LH0,0.0,0.0
A100JU7V80R1AT,0.0,0.0
A100JW635FGKTX,0.0,0.0
A100JY2S79BBM6,0.0,0.0
A100K1RJ10UTSU,0.0,0.0
A100K1T2TCDVX3,0.0,0.0
A100K1ZKMFO4LL,0.0,0.0
A100K2VX0EY1II,0.0,0.0
A100K2WJXXOBXC,0.0,0.0
A100K3KEMSVSCM,0.0,0.0
A100K3RDQ2T92S,0.0,0.0
A100K4M6VK383E,0.0,0.0
A100K4Y1HANHFK,0.0,0.0
A100K9B8VEUTD3,0.0,0.0
A100KABITNCJQZ,0.0,0.0
A100KCL8MFZPB0,0.0,0.0
A100KF535NBWQM,0.0,0.0
A100KNMAANCOPE,0.0,0.0
A100KNWUQ2MGFZ,0.0,0.0
A100KOA50Z9T2B,0.0,0.0
A100KU4GU1RUV6,0.0,0.0
A100KU53T6XCHE,0.0,0.0
A100KUC1M3GNDR,0.0,0.0
A100KZHRHWJ0ZV,0.0,0.0
A100L07UWAFNCA,0.0,0.0
A100L1XM0B0K6E,0.0,0.0
A100L4G2U3KZ2,0.0,0.0
A100L6JCAYL87M,0.0,0.0
A100L8QZXV4DJO,0.0,0.0
A100L918633LUO,0.0,0.0
A100LBWBV4GOTQ,0.0,0.0
A100LCPJ9IRGPK,0.0,0.0
A100LG7LHBAKTC,0.0,0.0
A100LH48SGQG39,0.0,0.0
A100LI11T35JNB,0.0,0.0
A100LLXMXDZHJZ,0.0,0.0
A100LMEGJBQ9HG,0.0,0.0
A100LR4Q1RHP0F,0.0,0.0
A100LRIOCNRSQ0,0.0,0.0
A100LRW9E3GYII,0.0,0.0
A100LX21ISBRRI,0.0,0.0
A100LX741PYIHG,0.0,0.0
A100LZ7TXU8UFJ,0.0,0.0
A100M0TEVJCCFF,0.0,0.0
A100M2B4IS1H0,0.0,0.0
A100M66Q9674M1,0.0,0.0
A100M6CWR3P7ZO,0.0,0.0
A100M6V9N1577H,0.0,0.0
A100M7AFILKA3C,0.0,0.0
A100M7NOARGVS1,0.0,0.0
A100M7UUQALSZK,0.0,0.0
A100M8FCXUWO9R,0.0,0.0
A100M93NUZLTAR,0.0,0.0
A100MA02AOB25L,0.0,0.0
A100MBRR8PSDIG,0.0,0.0
A100MCTND7ZNKC,0.0,0.0
A100MEOBONEJ8T,0.0,0.0
A100MEUZZDR30Q,0.0,0.0
A100MJE9JGRJXZ,0.0,0.0
A100MJO0D97ZP3,0.0,0.0
A100ML855HAQUW,-0.6063614,-0.0027745473
A100MLP72G17M0,0.0,0.0
A100MMAOC1GD55,0.0,0.0
A100MPD67FD3ID,0.0,0.0
A100MPRITJSJS,0.0,0.0
A100MVTN6GZWGA,0.0,0.0
A100MX1B63VEJU,0.0,0.0
A100MZ5MHWEE73,0.0,0.0
A100N020T8YJMM,0.0,0.0
A100N05FWEO7ZL,0.0,0.0
A100N327KE1B92,0.0,0.0
A100N39GNNJ9CX,0.0,0.0
A100N3QTDTICFK,0.0,0.0
A100N3TC925BCX,0.0,0.0
A100N6651C3FDD,0.0,0.0
A100N6V8T8006I,0.0,0.0
A100N713M5RGK0,0.0,0.0
A100N91257U701,0.0,0.0
A100NAIMAY7XMS,0.0,0.0
A100NJWTSAUJFN,0.0,0.0
A100NLIZUL2D6J,0.0,0.0
A100NMIYJMNLWZ,0.0,0.0
A100NQ64VAJZQ0,0.0,0.0
A100NT3VZ16DJ8,0.0,0.0
A100NUD5NJ7XGJ,0.0,0.0
A100NUOC62VQPM,0.0,0.0
A100NVFLDIG6C6,0.0,0.0
A100NVHO8UOXY6,0.0,0.0
A100NWY0FPG0Z7,0.0,0.0
A100O3PJ09DK9E,0.0,0.0
A100O5P2K1OFZ,0.0,0.0
A100O5QLORBZRO,0.0,0.0
A100OB9INMP9CI,0.0,0.0
A100OD2ZB6QXLR,0.0,0.0
A100OE1C2CYR15,0.0,0.0
A100OFVFM8WLFE,0.0,0.0
A100OGDG91T3WK,0.0,0.0
A100OGHKTF70I2,0.0,0.0
A100OGITSR89FI,0.0,0.0
A100OJ8LFVPMPT,0.0,0.0
A100OJX6HEE91W,0.0,0.0
A100OL64I2U5TC,0.0,0.0
A100OLLMVY2QYF,0.0,0.0
A100OMHXHBTBJ9,0.0,0.0
A100OMS1KA5OO8,0.0,0.0
A100OO2PBBIVAZ,0.0,0.0
A100OO491GI916,0.0,0.0
A100OQ5Y8EIA5Y,0.0,0.0
A100OUDPSY3ZVO,0.0,0.0
A100OWR1TN5P2W,0.0,0.0
A100OWZBF65X17,0.0,0.0
A100OYKZI7ZV59,0.0,0.0
A100P3LYHRW5N5,0.0,0.0
A100P4SKLVASF,0.0,0.0
A100P6AV125LAI,0.0,0.0
A100PAQ6FKVAEF,0.0,0.0
A100PDV1K068PZ,0.0,0.0
A100PGYTC4XXUC,0.0,0.0
A100PLTACSC12U,0.0,0.0
A100PLZMY1EQ2D,0.0,0.0
A100PMQJI5HEQX,0.0,0.0
A100PMRQ7R4IWP,0.0,0.0
A100PMTX0JJ26I,0.0,0.0
A100PNQ8L9COMJ,0.0,0.0
A100PRLMRXLF0N,0.0,0.0
A100PRRJMN5NW1,0.0,0.0
A100PVS1ZJ2ECR,0.0,0.0
A100PWY1V1GGXE,0.0,0.0
A100Q2YDI5BFR2,0.0,0.0
A100Q352397DAN,0.0,0.0
A100Q3U8APABP4,0.0,0.0
A100Q3YKY8Y50P,0.0,0.0
A100Q4852XE21Q,0.0,0.0
A100Q6TIRYURJB,0.0,0.0
A100Q7GHQB0CWO,0.0,0.0
A100Q8NXO6BTWD,0.0,0.0
A100QAM1B88XR4,0.0,0.0
A100QBMEXMHG8B,0.0,0.0
A100QCOKHPIVAI,0.0,0.0
A100QH0DGXNUCW,0.0,0.0
A100QH2Z9KMNXC,0.0,0.0
A100QHAGGZ2CPP,0.0,0.0
A100QJD6QWSNPQ,0.0,0.0
A100QLK4KVPJI2,0.0,0.0
A100QLPC3RPDZ,0.0,0.0
A100QMJXOPU7XZ,0.0,0.0
A100QMSR01DNNB,0.0,0.0
A100QN91SHBLBN,0.0,0.0
A100QNAZTQUDGS,0.0,0.0
A100QNT312Q3T9,0.0,0.0
A100QPDASGVUDM,0.0,0.0
A100R12EQ7NP8G,0.0,0.0
A100R1NLW9HH7C,0.0,0.0
A100R218KMCIK9,0.0,0.0
A100R2GN11MMGR,0.0,0.0
A100R31GPWUJUX,0.0,0.0
A100R561QXDNF5,0.0,0.0
A100R5ISW1D47U,0.0,0.0
A100R649HUG07Z,0.0,0.0
A100R713YCKZN3,0.0,0.0
A100R715433NFZ,0.0,0.0
A100R7PLEELGN8,0.0,0.0
A100R8XIDATL6T,0.0,0.0
A100REFRMQ99F3,0.0,0.0
A100RFQHFO005W,0.0,0.0
A100RJRRPZVD9C,0.0,0.0
A100RLZ30NYZN8,-0.036304284,0.11601335
A100RMVO7HJBJS,0.0,0.0
A100RP95WGRE1C,-0.0029041236,1.4168802
A100RR1Y8E61QM,0.0,0.0
A100RVHUZLLUD1,0.0,0.0
A100RVOBNK1JBD,0.0,0.0
A100RW34WSLTUW,0.0,0.0
A100S1JQ5XK960,0.0,0.0
A100S1VT4PBXXT,0.0,0.0
A100S3IQDY50K4,0.0,0.0
A100S3L6MQCMMO,0.0,0.0
A100S696I0OU7X,0.0,0.0
A100S7GRTNJX7V,0.0,0.0
A100S9ZILQ55LH,0.0,0.0
A100SBDXD31BZF,0.0,0.0
A100SBTKAMHC8R,0.0,0.0
A100SKU33DRAKC,0.0,0.0
A100SMRMXVNAPY,0.0,0.0
A100SNPFHXN87N,0.0,0.0
A100SNRLVRHS9L,0.0,0.0
A100SPNA8WXL2P,0.0,0.0
A100SPV21JVWHV,0.0,0.0
A100SRNPOC2ZSM,0.0,0.0
A100STFODFKOHW,0.0,0.0
A100STMN7BADN9,0.0,0.0
A100SU4MRN3A5J,0.0,0.0
A100SVTAG42A6,0.0,0.0
A100SY87ND7XGY,0.0,0.0
A100T0QCB1BLE7,0.0,0.0
A100T1DRYH2VAU,0.0,0.0
A100T2ZQRRPUI8,0.0,0.0
A100T37GN8QI8H,0.0,0.0
A100T5E0EZY578,0.0,0.0
A100T73JHVU6AH,0.0,0.0
A100T862WLSDZ,0.0,0.0
A100T96CMLCPJG,0.0,0.0
A100T9S1IUWNDM,0.0,0.0
A100TA9KQ9P65Y,0.0,0.0
A100TARV8ON88J,0.0,0.0
A100TFWISFG91K,0.0,0.0
A100TJXPJ66NGS,0.0,0.0
A100TN8A4FIYTE,0.0,0.0
A100TNIB4C3RZU,0.0,0.0
A100TR626LK0G3,0.0,0.0
A100TTJ7S6DZI3,0.0,0.0
A100TU6AZK58OA,0.0,0.0
A100TUZVB01NTC,0.0,0.0
A100TW8FZECWD6,0.0,0.0
A100TWBGZRT50A,0.0,0.0
A100TXY7M5TVDW,0.0,0.0
A100TXZ1N3J8O1,0.0,0.0
A100TYB2U5Q5L7,0.0,0.0
A100TZ28FX70RU,0.0,0.0
A100U06UGSJXBA,0.0,0.0
A100U4YIZTKJ56,0.0,0.0
A100U5QSDJVNG7,0.0,0.0
A100U5ZUD3HIAN,0.0,0.0
A100U6SBIDIQG2,0.0,0.0
A100UCTSLNSKXL,0.0,0.0
A100UD67AHFODS,0.0,0.0
A100UDNMFST0LI,0.0,0.0
A100UHEU1XQ5MD,0.0,0.0
A100UIBA3RGSZ4,0.0,0.0
A100UIQPSFQZD4,0.0,0.0
A100UM1QMMEUA2,0.0,0.0
A100UNW1DD8EBG,0.0,0.0
A100UPWMJC26KF,0.0,0.0
A100US3LDAJU51,0.0,0.0
A100US6QVOOXLX,0.0,0.0
A100USAFPMAQ7K,0.0,0.0
A100UUSZ6MNIHH,0.0,0.0
A100UW9HDR3T8A,0.0,0.0
A100UWEICZ0IGS,0.0,0.0
A100UZ3LRLU135,0.0,0.0
A100V0YLKSBJPV,0.0,0.0
A100V21OO543JT,0.0,0.0
A100V44TS00MUY,0.0,0.0
A100V5PQ9306IN,0.0,0.0
A100V5QEICGPDA,0.0,0.0
A100V6KT19CV0U,0.0,0.0
A100V71ICWVSXZ,0.0,0.0
A100V75ZK4UAO4,0.0,0.0
A100V87TNSU0H6,0.0,0.0
A100V8QGP7CKX4,0.0,0.0
A100V9C2NEWWON,0.0,0.0
A100VDBXY6GN33,0.0,0.0
A100VEF90M1P3E,0.0032194413,-1.5707194
A100VERHCOHN1B,0.0,0.0
A100VG08THI1P0,0.0,0.0
A100VH8KSSH4QA,0.0,0.0
A100VK9EVD8PWM,0.0,0.0
A100VL4Z3VKW2Y,0.0,0.0
A100VLQFXZKLI7,0.0,0.0
A100VPG2VPYB4I,0.0,0.0
A100VR8GWF66AP,0.0,0.0
A100VTMOS4GDFS,0.0,0.0
A100VUZHQLTTWJ,0.0,0.0
A100VV1EN8FPSU,0.0,0.0
A100VWE950J258,0.0,0.0
A100VZKPCVJT51,0.0,0.0
A100W115VDU05S,0.0,0.0
A100W1JDO076QX,0.0,0.0
A100W3S9XE7FMN,0.0,0.0
A100W4FNYG4ZTQ,0.0,0.0
A100W7491U72QP,0.0,0.0
A100WAGT034YN4,0.0,0.0
A100WB2W5RN0ED,0.0,0.0
A100WBR0WCJEC2,0.0,0.0
A100WC1R6BS7RY,0.0,0.0
A100WE9RONCV1,0.0,0.0
A100WFKYVRPVX7,0.0,0.0
A100WHX0JSGXDB,0.0,0.0
A100WJQ06YDRRK,0.0,0.0
A100WO06OQR8BQ,0.0,0.0
A100WQMTF1CVRV,0.0,0.0
A100WQSY0D65IK,0.0,0.0
A100WU7ZZVOLCW,0.0,0.0
A100WZ8M8QZ56X,0.0,0.0
A100X1F2Q1JD7C,0.0,0.0
A100X2G2U1K3SC,0.0,0.0
A100X2PEK7V75P,0.0,0.0
A100X61D4AI2I,0.0,0.0
A100X6EEPMHVKR,0.0,0.0
A100X6QFWSO6KQ,0.0,0.0
A100X7LHZL4SOY,0.0,0.0
A100XAA4UP12RP,0.0,0.0
A100XAGR41HZV,0.0,0.0
A100XFFQYXQFGK,0.0,0.0
A100XG4PKGZVC8,0.0,0.0
A100XGZVDVF6RI,0.0,0.0
A100XHVO94UQK0,0.0,0.0
A100XI0PJ3PQYD,0.0,0.0
A100XK2311E9OS,0.0,0.0
A100XM4FXSR0XL,0.0,0.0
A100XNMXMLMAJA,0.0,0.0
A100XNNWH7K21T,0.0,0.0
A100XNO3Z6ALUI,0.0,0.0
A100XQ1L2UBECC,0.0,0.0
A100XSM6024QI7,0.0,0.0
A100XVZFN7S3I8,0.0,0.0
A100XWAO9YIA58,0.0,0.0
A100XWEJ4K90ST,0.0,0.0
A100XYVITBXK2Y,0.0,0.0
A100Y0Q096FKU5,0.0,0.0
A100Y1T7664WQB,0.0,0.0
A100Y1ZY8S8HZR,0.0,0.0
A100Y38H6HQD95,0.0,0.0
A100Y7GTULGIJQ,0.0,0.0
A100Y8WSLFJN7Q,3.3920412,0.015521073
A100Y974URWYY0,0.0,0.0
A100YBPTAP5X6K,0.0,0.0
A100YF5L3CWQZY,0.0,0.0
A100YFC7R6C6RJ,0.0,0.0
A100YGU07DIA1R,0.0,0.0
A100YJBW1RVDS3,0.0,0.0
A100YJLMC2DX6N,0.0,0.0
A100YKAVT7MKFX,0.0,0.0
A100YN0GSLUZVU,0.0,0.0
A100YPFEIE18MC,0.0,0.0
A100YUSOOADV17,0.0,0.0
A100YVBUQFP6T2,0.0,0.0
A100YWIEUGU45F,0.0,0.0
A100Z12WXRHEZK,0.0,0.0
A100Z2S0880G9A,0.0,0.0
A100Z2U7ITL7PW,0.0,0.0
A100Z53WYSHBSQ,0.0,0.0
A100Z5WW8K3TOV,0.0,0.0
A100Z6VCPO6GGY,0.0,0.0
A100Z8G2CK0O82,0.0,0.0
A100Z9PRG77Q9U,0.0,0.0
A100Z9W9K1R02Y,0.0,0.0
A100ZA0R76IQP,0.0,0.0
A100ZAO3MEDJSY,0.0,0.0
A100ZBSH2WSUNE,0.0,0.0
A100ZCIGB1B283,0.0,0.0
A100ZCYQBKHWP4,0.0,0.0
A100ZDFZ2PTOAB,0.0,0.0
A100ZFUP4ZSVZO,0.0,0.0
A100ZHKP0HHQAN,0.0,0.0
A100ZISZUIPMHP,0.0,0.0
A100ZJKU728LYD,0.0,0.0
A100ZKLB2GVREO,0.0,0.0
A100ZLRS40115C,0.0,0.0
A100ZNUPV8NKMX,0.0,0.0
A100ZSFGG7QRZ2,0.0,0.0
A100ZUMSFMA0M1,0.0,0.0
A100ZYQ4ENTZ57,0.0,0.0
